time_secs,scrolling,mouse_clicks,e_legend_clicks,e_map_clicks,map_clicks,general_clicks,close_top_clicks,close_bottom_clicks,go_clicks,map_zoom,mouse_mov,key_presses,priority,order,user
5,0,0.4,0.2,0,0,0,0.2,0,0,0,35.8,0,0,0,0
10,0,0.54,0.32,0,0,0,0.22000000000000003,0,0,0,25.48,0,0,0,0
15,0,0.436,0.22133333333333335,0,0,0,0.014666666666666668,0.13333333333333333,0.06666666666666667,0,12.898666666666667,0,0,0,0
20,0,0.1718,0.06106666666666667,0,0,0,0.0007333333333333334,0.10666666666666666,0.003333333333333333,0,20.94493333333333,0,0,0,0
25,0,0.0068720000000000005,0.0024426666666666668,0,0,0,0.00002933333333333334,0.004266666666666666,0.0001333333333333333,0,29.517797333333334,0,0,0,0
30,0,0.0002290666666666667,0.00008142222222222223,0,0,0,9.77777777777778e-7,0.0001422222222222222,0.000004444444444444444,0,5.483926577777778,0,0,0,0
35,0,0.08572083047619049,0.0000023263492063492063,0,0.08571428571428572,0,2.793650793650794e-8,0.000004063492063492063,1.2698412698412698e-7,0,3.2138264736507938,0,0,0,0
40,0.25,0.4021430207619048,5.815873015873016e-8,0,0.40214285714285714,0,6.984126984126985e-10,1.0158730158730159e-7,3.1746031746031745e-9,0,2.13034566184127,0,0,0,0
45,0.18333333333333332,0.008936511572486773,1.2924162257495592e-9,0,0.008936507936507937,0,1.5520282186948857e-11,2.257495590828924e-9,7.054673721340388e-11,0,1.2028965702631393,0,0,0,0
50,0.0036666666666666666,0.00017873023144973545,2.5848324514991184e-11,0,0.00017873015873015873,0,3.1040564373897715e-13,4.514991181657848e-11,1.4109347442680774e-12,0,0.024057931405262786,0,0,0,0